PXF,PowerShares FTSE RAFI Dev Mkts ex-US ETF,PCX
EUNN.DU,ISHS CR JP IMI G-CT,DUS
108450.KS,KINDEX Samsung Group SW,KSC
NDQ.BE,POWERSHARES QQQ,BER
REU.PA,L UC ETF R EU D EUR,PAR
LYYN.BE,L UC ETF AUT PARTS,BER
61BR.L,RBS/INDEX 15,LSE
CSGOLD.SW,ISHS GOLD (CH) A,EBS
1727732.DU,6.15 DB CAPNCP REG,DUS
FEX.L,FT US Large Cap Core AlphaDEX_ ETF A USD,LSE
LYPJ.F,L UC BD EX FI C EUR,FRA
LYPD.SG,MUL LY W FINANC CC,STU
SPYD.SG,SPDR S&P; US DIV USD,STU
TC955-35.TA,BSKT/TACHLIT CP S35,TLV
LYYE.DU,L UCITS RUSS C EUR,DUS
38SZ.L,CHCKF/HSBC WT19,LSE
DBPX.DE,DBXT MSCI W IND 1C,GER
ISFE.L,ISHARES II PLC ISHARES MSCI AC ,LSE
12079540.DU,ISHS EU YE CO G-CT,DUS
UC12.L,UBS (IRL) ETF PLC UBS ETF - S&P;,LSE
BGY1.F,10.24 IRELAND/BAGGO,FRA
4JZ2.BE,SPDR S&P; BANK ETF,BER
LYPU.SG,MUL LY ASPA200 D,STU
CPI,IQ Real Return ETF,PCX
KSMCM-37.TA,BSKT/KSM SAL S37,TLV
LYTELW.SW,MUL LY W TEL S CC,EBS
BSCJ,Guggenheim BulletShrs2019 Corp Bd ETF,PCX
KSMCM-30.TA,BSKT/KSM SAL S30,TLV
RPD.TO,RBC Quant European Dividend Leaders ETF,TOR
13403484.SW,RAIFFETF-SGOLDOACHF,EBS
16GF.L,INDUSIND/HSBC 16,LSE
DXS7.BE,DBXT FTSE VIETN 1C,BER
19LM.L,,
DBX0.BE,DBXT P TOT RET 1C,BER
XQB-A.TO,iSHARES CORE HI QUALITY CDN BON,TOR
JP1410.MI,JPSFTMIB19200.97E17,MIL
SLST.L,ETFS COMMODITY SECURITIES LIMIT,LSE
LYMH.BE,L UC ETF AT LGE CAP,BER
CHIQ,Global X China Consumer ETF,PCX
C021.DE,COMS TOPIX IC,GER
MNA,IQ Merger Arbitrage ETF,PCX
PXF.PA,POWSHS FTSE DEV EUR,PAR
18MV.SG,AM INV GR UC ETF C,STU
C076.HM,COMS S600 TECH IC,HAM
EUNM.SG,ISHS MSCI EM M G-CT,STU
CW8U.L,Amundi ETF MSCI World USD A/I,LSE
LYMH.DE,L UC ETF AT LGE CAP,GER
CEBG.MU,ISHS MSCI ME USD-AC,MUN
108200.L,ISHS MSCI JP USD-AC,LSE
XHFE.L,DB X-TRACKERS DBX DB EQUITY STR,LSE
DX22.F,DBXT2 EONIA 1D,FRA
AUDP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
SIMT.MI,DJUBSIN/ETFS,MIL
MTI.PA,L UC ETF INF INV GR,PAR
AXHE,iShares MSCI ACWI ex US Healthcare,PCX
IUSM.HM,ISHS USD TRE B G-CT,HAM
CEMG.SG,ISHS MSCI EMCO G-CT,STU
IEMA.AS,ISHS MSCI EM USD-AC,AMS
IBCH.F,ISHS MSCI WD G-CT,FRA
21966783.SW,UBS ETF MC100HG AC,EBS
LYQ7.DE,L UC ETF INF INV GR,GER
JPUSBH.SW,UBS ETF MJ100HU AC,EBS
SYBA.DU,SSGA BAR AGG BD EUR,DUS
KCTILLV5KSHB.ST,BSKT/SHB CT 15,STO
XGSH.MI,DBXT2 GL SU  1C,MIL
3899855.DU,ISHS GL TI & FO G-C,DUS
10204769.DU,AM MSCI EUR UC ETF,DUS
MPFE.L,Source Man GLG Europe Plus ETF,LSE
JPMV,iShares MSCI Japan Minimum Volatility,PCX
18M2.DU,A EMU HI DIV UC ETF,DUS
PSSHR-15.TA,SHA2-5/PSAGOT B S15,TLV
XEM8.L,DB ETC INDEX PLC MEAN REV ETC S,LSE
NRGW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
LYMI.DU,L UC ETF D LEV BUND,DUS
091160.KS,KODEX SEMICON,KSC
18MT.DU,AM CORP UCITS ETF C,DUS
XFVT.L,DB X-TRACKERS DBX FTSE VIETNAM ,LSE
LYP4.SG,MUL LY SPIM3MF CC,STU
C065.HM,COMS S600 CM IC,HAM
TMKDX-84.TA,MDAX/INDEX SAL S84,TLV
LYP4.F,MUL LY SPIM3MF CC,FRA
BEAR-SOCKER-X2-H.,,
MATW.MI,MUL LY W MATER C ,MIL
KS25-102.TA,TA25/KSM SAL S102,TLV
ICAN.L,ISHARES III PLC ISHARES MSCI CA,LSE
XNIF.L,DB X-TRACKERS DBX CNX NIFTY UCI,LSE
15OP.L,BASKET/HSBC 15 ELN,LSE
SC0Y.SG,SOU 600 IN EUR-A-AC,STU
PHYS,Sprott Physical Gold Trust ETV,PCX
KFYP,KraneShares CSI New China ETF,PCX
XMKD.DE,DBXT MSCI EM CD 1C,GER
DX2E.HM,DBX GLBL INFRA 1C,HAM
XLKQ.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
3216885.DU,DEUTSCH POSTBA VRN,DUS
RWE-D.TO,FIRST ASSET MSCI EUROPE LR WGT ,TOR
XMTW.ST,DBXT MSCI TAIW 1C,STO
ASI.MC,L UCIT CH ENT C EUR,MCE
D5BG.F,DBX IE LC 1C,FRA
HUN.TO,Horizons NYMEX Natural Gas ETF,TOR
LYPJ.SG,L UC BD EX FI C EUR,STU
IUSA.L,ISHARES PLC ISHARES S&P; 500 UCI,LSE
2835.HK,Horizons KOSPI 200 ETF,HKG
EMAETF-NIF-S.ST,NOR GLO EME MAR K,STO
DX2S.F,DBX ASX 200 1C,FRA
DX29.SG,DBXT MSCI PE 1CC,STU
UC65.L,UBS ETF UBS ETF - MSCI JAPAN UC,LSE
KER50-35.TA,MC50/KSM SAL S35,TLV
CLF-A.TO,ISHARES 1-5 YR LADDER GOVT BOND,TOR
IQQQ.HM,ISHS GLB WATER G-CT,HAM
XLA.TO,iShares Latin America,TOR
94UQ.L,HASCL/HSBC WT20,LSE
LLST.L,ETFS COMMODITY SECURITIES LIMIT,LSE
XCAN.L,DB X-TRACKERS DBX MSCI CANADA E,LSE
IQQH.DE,ISHS GLO CLN E G-CT,GER
IGF,iShares Global Infrastructure,PCX
SGQD.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
UMX,ProShares Ultra MSCI Mexico Capped IMI,PCX
49019.L,BARCLAYS/BASKET 14,LSE
IBZL.AS,ISHS MSCI BRAZ USD,AMS
ITM,Market Vectors Intermediate Muni ETF,PCX
VEVE.AS,VAN DEV WORLD USD,AMS
AAVX,UBS E-TRACS Dly Sh 1Mo S&P500; VIX Fu ETN,PCX
C053.SW,COMS ES50 D LEV IC,EBS
FBT.MX,FT NYSE ARC BIO,MEX
11620753.DU,UBS HFRX EUR-A-ACC,DUS
50XR.L,SAMBA/HSBC 15,LSE
DXSU.DE,DBX EM BND EUR 1C,GER
SPY4.PA,SPDR S&P; 400 USD-AC,PAR
IUSP.MI,ISHS US PRO YI USD,MIL
EUREUA.MI,UBS ETF MSCI EU AD,MIL
XGVD.SG,DBXT2 GL SU  1DD,STU
60XU.L,CIPLA/HSBC WT18,LSE
SPLT.L,ISHARES PHYSICAL METALS PLC ISH,LSE
S6EW.SW,OL SE600 EW UE1CC,EBS
SPYB.F,SPDR MSCI EM USD-AC,FRA
FXF.MX,CRSH SWISS FRANC TR,MEX
XMKT.F,DBXT MSCI EM TS 1C,FRA
DBX2.MU,DBXT MSCI EM AS 1C,MUN
CWF.MI,AM WLD FIN ETF EUR,MIL
FXCH,CurrencyShares Chinese Renminbi ETF,PCX
IYF.MX,ISH US FINANCL,MEX
JPUSAH.SW,UBS ETF MJ100HU AD,EBS
GCVB.L,SPDR_ Thomson Reuters Glb Convert Bd ETF,LSE
DES,WisdomTree SmallCap Dividend ETF,PCX
SE15.L,ISHARES III PLC ISHARES EURO CO,LSE
MTD.PA,L UCITS 7-10Y IN GR,PAR
ALAU.L,Amundi ETF MSCI EM Latin America USD A/I,LSE
L8I3.F,L UC ETF EURO CASH,FRA
18067701.MU,ARCEL 17 SRN,MUN
AFS.PA,L UC ETF S AF C EUR,PAR
INDL.L,MULTI UNITS FRANCE LYXOR ETF MS,LSE
JB6E.SG,J BAER S EQ EU SC,STU
XRUD.L,DB X-TRACKERS DBX RUSSELL 2000 ,LSE
FLOT.MX,ISH FLTNG RT BD,MEX
SCHE,Schwab Emerging Markets Equity ETF,PCX
DBX7.MU,DBX CNXN 1C,MUN
SAUS.NX,ISHS MSCI AU USD-AC,ENX
17XN.L,AIRARABIA/HSBC 16,LSE
EXV3.MU,ISHSEU600TECHN,MUN
PCEUR5DSHB.ST,INDEX/SHB 15 CT,STO
VIXH,First Trust CBOE S&P; 500 VIXTail H ETF,PCX
EXHBN.MX, ISERGG 1.5-2.5,MEX
XOC1.DU,DBXT MSCI EMSD 1C,DUS
540I.MU,AM NORDIC UCITS ETF,MUN
XMJG.L,DB X-TRACKERS DBX MSCI JAPAN ID,LSE
CST.MI,L U ETF 600 C & MAT,MIL
51DQ.L,NWFPF/HSBC WT18,LSE
IS0P.SG,ISHS SPA GOV B G-CT,STU
120215.L,BASKET/BARC 14REG-S,LSE
11KP.L,PXM/HSBC 15 ELN,LSE
KEU6-150.TA,SX7R/KSM SL IC S150,TLV
XB4A.SG,DBXT ATX 1C,STU
DX2A.HM,DBXT SE6 OG SH 1C,HAM
EUN7.HM,ISHS MSCI GCC G-CT,HAM
14ZM.L,BASKET/BARCLAYS 16,LSE
CEBE.SG,ISHS MSCI BR USD-AC,STU
EUN7.MU,ISHS MSCI GCC G-CT,MUN
IS01.BE,ISH MSCI WO MI USD,BER
EMLA.L,SPDR_ MSCI EM Latin America ETF,LSE
SXRJ.MU,ISH EMU SC EUR-ACC,MUN
KBWI,PowerShares KBW Insurance ETF,PCX
ITKY.AS,ISHS MSCI TUR USD,AMS
TCLT-74.TA,BSKT/TACH CMP S74,TLV
25116443.IR,VAN EUROP EX UK EUR,ISE
LYM0.DE,L UC ETF L AM C EUR,GER
CLY.MX,ISHS 10+ YR CRD BND,MEX
BRIC.L,ISHARES II PLC ISHARES BRIC 50 ,LSE
XX2D.L,DB X-TRACKERS DB X-TRACKERS FTS,LSE
CODW.PA,MUL LY W CO DIS CC,PAR
LYPY.DE,MUL LY BC OPTI CC,GER
EL48.HM,DK LQ GER CV DV,HAM
LYPN.BE,L U ETF/NA AS D EUR,BER
EWO.MX,ISHS MSCI AUST,MEX
CRPE.MI,L U ETF CO BD C EUR,MIL
COW,iPath DJ-UBS Livestock SubTR ETN,PCX
CD48.SG,COMS PSI 20 LEV IC,STU
EXHA.HM,ISHS EB.R GG,HAM
XMK4.SG,DBXT MSCI WORLD 3C,STU
IEMI.L,ISHARES II PLC ISHARES EM INFRA,LSE
FLI.TO,First Asset US & Can Lifeco Inc ETF Comm,TOR
63DE.L,AGTHIA/HSBC 15 ELN,LSE
QTWN,SPDR MSCI Taiwan Quality Mix ETF,PCX
SYC.PA,S E600 C&MAT; UC ETF,PAR
EFMSF,ETF METAL GOLD,PNK
10737065.DU,ISHS NIK 225 JPY-AC,DUS
71NT.L,HDFC/HSBC BANK 17,LSE
63GJ.L,,
L8I2.DU,L UC ETF E EU C EUR,DUS
EFG,iShares MSCI EAFE Growth,PCX
SSGC.HM,SPDR S&P; OILGS EXPR,HAM
LYPB.DE,MUL LY W CO STA CC,GER
SRIGAU.CO,STOCKRATE GLOB AKTI,CPH
SPXJ.MI,ISHS MSCI PAC USD,MIL
XEYI.MU,D T 20 T E UC ETF E,MUN
INDO.L,Lyxor ETF MSCI Indonesia C-USD,LSE
IBMI,iShares iBonds Sep 2020 AMT-Free Muni Bd,PCX
EXHE.BE,ISHS PFBRFE DE,BER
69VW.L,KAJARIAC/HSBC 17,LSE
LYM7.BE,L U ETF E MKT C EUR,BER
BRZU,Direxion Daily Brazil Bull 3X ETF,PCX
1014866.BE,KBC FDG IV NCPS,BER
UB55.L,UBS ETF UBS ETF MSCI JAPAN INFR,LSE
IUSB.HM,ISHS GL TI & FO G-C,HAM
IHI,iShares US Medical Devices,PCX
LYYP.F,L UC ETF EU 600 BKS,FRA
EL4P.HM,DK IB LSD 7-10,HAM
540M.SG,AM WLD FIN ETF EUR,STU
LYM7.MU,L U ETF E MKT C EUR,MUN
DUST,Direxion Daily Gold Miners Bear 3X ETF,PCX
IAK.MX,ISH US INSURANCE,MEX
US10.L,Lyxor ETF iBoxx $ Treasuries 10Y+ A/I,LSE
UIM0.F,UBS ETF M EEXUK AD,FRA
DXS7.DU,DBXT FTSE VIETN 1C,DUS
ARKW,Ark Web x.0 ETF,PCX
XMHA.DE,ISH L EMU LC C,GER
UIMI.DU,UBS ETF MSCI EM AD,DUS
IHF.MX,ISH US HEALTHCR,MEX
4878174.DU,COMS M N AMER IC,DUS
DBPT.DE,DBXT MSCI W IT 1C,GER
DBXW.BE,DBXT MSCI WORLD 1C,BER
UXI,ProShares Ultra Industrials,PCX
I01147.TI,SXEE/BANCA IMI18 44,TLO
LYYZ.HM,L U ETF 600 C & MAT,HAM
MLPN,Credit Suisse Equal Weight MLP ETN,PCX
FXH,First Trust Health Care AlphaDEX ETF,PCX
VHT,Vanguard Health Care ETF,PCX
DXSE.DU,DBXT SE600 HC 1C,DUS
DTH,WisdomTree DEFA Equity Income ETF,PCX
TELEW.MI,MUL LY W TEL S C ,MIL
MPFE.DU,SOU MAN EUR-A-AC,DUS
18442920.MU,6.875 KFW 16 MTN 53,MUN
EUNW.MU,ISHS EU YE CO EUR,MUN
79DC.L,BASKET/BARCLAYS 16,LSE
CMU.MI,A MSC EMU UCITS ETF,MIL
IQQU.MU,ISHS MSCI EX-UK G-C,MUN
22825689.SG,WPP 43 SRN,STU
BULL-KAFFE-X2-H.ST,COFFEE/SHB 40 CT,STO
ERNS.L,iShares ¢G Ultrashort Bond,LSE
PSBNK-94.TA,TAB/PSGT IND S94,TLV
47KK.L,TPX/BARC 16 REG-S,LSE
ZFM.TO,BMO Mid Federal Bond ETF,TOR
C10.PA,A GR 10-15 UC ETF C,PAR
OSB3.L,ETFS OIL SECURITIES LIMITED ETF,LSE
EFQ0.DU,DK DB EGV F 3-5,DUS
73CF.L,SAFCO/HSBC 15 ELN,LSE
WBII,WBI Tactical Income ETF,PCX
S2EUBH.SW,UBS ETF MS2035 AC,EBS
LYQE.HM,L UC ETF MAL C EUR,HAM
LYYN.MU,L UC ETF AUT PARTS,MUN
UIM7.MU,UBS ETF MSCI WLD AD,MUN
AIGX.L,ETFS COMMODITY SECURITIES LIMIT,LSE
BSC,ELEMENTS BG Small Cap ETN,PCX
LYQ8.F,L UC ETF R EU D EUR,FRA
EXH7.DE,ISHSEU600PHG,GER
PSDJ-204.TA,DJINET/PEXT S 204,TLV
CEBJ.DE,ISHS MSCI USD-B-ACC,GER
ECN.PA,L C 100 E T E U ETF,PAR
XG35.MI,DBXT2 I G35U 1DD,MIL
PIO.MX,PWRSHS GLB WTR PORT,MEX
H5OE.L,HSBC STOXX 50 EUR,LSE
LYYL.MU,L UC ETF E600 TR&L;,MUN
20557004.SW,UBS ETF SBIF1-5 AD,EBS
IBCD,iShares iBonds Mar 2020 Corp ex-Fincls,PCX
IQQ7.SG,ISHS US PRO YI G-CT,STU
GEF.L,FUNDLOGIC ALTERNATIVES PLC MS G,LSE
DX2P.F,DXBT CUR RET 1C,FRA
CSJPS.MI,ISHS MSCI JP USD-AC,MIL
DX2E.MU,DBX GLBL INFRA 1C,MUN
11187697.SW,L UC ETF EUROST DIV,EBS
18MM.DE,AM P EX JAP ETF EUR,GER
3216885.MU,DEUTSCH POSTBA VRN,MUN
NFO,Guggenheim Insider Sentiment ETF,PCX
LYPK.BE,LYX UCITS W GOVT BD,BER
H4ZA.DU,HSBC EU STX 50 G-CT,DUS
SWEA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
IWD.MX,ISH RUS1000 VAL,MEX
EUAG.L,SPDR_ Barclays Euro Aggregate Bond ETF,LSE
IQQW.SG,ISHS MSCI WORLD USD,STU
BEAR-EURSEK-X3-H.ST,EUR/SEK/SHB CERT 19,STO
LONG-EUR-D-S.ST,CURRENCY/SEB 20,STO
2757464.SW,L U ETF E600 O&GAS;,EBS
13679403.DU,RBS M A FR MKTS C,DUS
XEYR.F,R1000 T E UC ETF EU,FRA
NEAR,iShares Short Maturity Bond,BTS
UGLD,VelocityShares 3x Long Gold ETN,PCX
MMS.MI,L UC ETF EMU SM CAP,MIL
IQQD.MU,ISHS UK DIVID G-CT,MUN
FMI.MI,AM FT MIB UCITS ETF,MIL
IS0F.BE,ISHS GLD PRD USD-AC,BER
CBE0.L,ISHARES VII PLC ISHARES EUR GOV,LSE
O079.L,ISHARES PLC ISHARES EB.REXX JUM,LSE
DISW.MI,MUL LY W CO DIS CC,MIL
67ZJ.L,,
AE50.F,AM ST EUR 50 UC ETF,FRA
BEAR-GULD-X2-S.ST,GC/SEB 22 NTS,STO
XWFD.L,DB X-TRACKERS DBX MSCI WORLD FI,LSE
SFIN.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
ALTE.SW,ETFS DAXglobal Alternative Energy GO ETF,EBS
FNK,First Trust Mid Cap Value AlphaDEX ETF,PCX
RUSG.L,Lyxor ETF Russell 1000 Growth C-USD,LSE
SLVP,iShares MSCI Global Silver Miners,PCX
XSSX.L,DB X-TRACKERS DBX EURO STOXX 50,LSE
NAFINDXF1.MX,NAFINDX-F1,MEX
CNDX.AS,ISHS NASDAQ USD-AC,AMS
XCV.TO,iShares Canadian Value,TOR
X018.F,COMS M RUS30 C IC,FRA
XACT-NORDEN-120.S,,
LYMD.F,L UC ETF IND C EUR,FRA
IEGZ.L,ISHARES III PLC ISHARES EURO GO,LSE
EUNT.DU,ISHS ER CRP B G-CT,DUS
CRQ-A.TO,ISHARES CAD FUNDAMENTAL INDEX E,TOR
CAGB.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
XSPD.L,DB X-TRACKERS DBX S&P; 500 INVER,LSE
MHDX.L,SOURCE MARKETS PUBLIC LIMITED C,LSE
XEM.PA,DBXT MSCI EM 1C,PAR
LYQJ.BE,L U ETF CO BD C EUR,BER
C029.DU,COMS SPI IC,DUS
TLH,iShares 10-20 Year Treasury Bond,PCX
18108136.IR,PIMCO SH-T HG USD,ISE
MVA.AX,Market Vectors Australian Property ETF,ASX
FXO.MX,FSTTR FIN ALPDX FD,MEX
WIP,SPDR DB Intl Govt Inflation-Prot Bd ETF,PCX
12860074.DU,DBXT MSCI CHILE 1C,DUS
10846326.DU,L U ETF/NA AS D EUR,DUS
5X62.SW,COMS C BUF S IC,EBS
LYM9.F,L UC ETF N EN D EUR,FRA
DBPU.F,DBXT MSCI W TS 1C,FRA
UC79.L,UBS ETF UBS ETF MSCI EM SOCIALL,LSE
EL4N.F,DK IB LSD 5-7,FRA
XPXD.L,DB X-TRACKERS DBX MSCI PACIFIC ,LSE
IVV,iShares Core S&P; 500,PCX
1213788.SW,,
TTFS,AdvisorShares TrimTabs Float Shrink ETF,PCX
CGBLF,iShares Gold Bullion (CAD-Hedged),PNK
42WN.L,ARAB CEMENT/HSBC 15,LSE
LSOB.L,ETFS COMMODITY SECURITIES LIMIT,LSE
EMLP,First Trust North Amer Engy InfrasETF,PCX
3SIL.L,Boost Silver 3x Leverage Daily ETP,LSE
189400.KS,ARIRANG SYNTH-AC World(H),KSC
11602914.DU,MUL LY W INF T CC,DUS
COSA.PA,L U ETF E JAP C EUR,PAR
XSQ.TO,iShares Core Short Term High Qual Cdn Bd,TOR
6PSC.F,POWSHS FTSE EUR EUR,FRA
4878178.DU,COMS M EAST EU IC,DUS
2605985.MX,PROSHS SHORT QQQ,MEX
LAGR.MI,LAGR/ETFS,MIL
IVOV,Vanguard S&P; Mid-Cap 400 Value ETF,PCX
XELS.F,DBXT2  I EU2SDU 1CC,FRA
SPYK.F,SSGA SPDR TE EUR-AC,FRA
11WQ.L,BARCLAYS/BARCLAY 17,LSE
11127111.DU,MUL LY ASPA200 D,DUS
CXF-A.TO,FIRST ASSET CDN CONVERT BOND ET,TOR
XSIH.L,DB ETC PLC DB PHYSICAL SILVER G,LSE
MFED.PA,LIF ESTO 300 UECC,PAR
VOT,Vanguard Mid-Cap Growth ETF,PCX
UT5USA.SW,UBS ETF BCU57YT AD,EBS
22MN.L,UKX/BARCLAYS 17,LSE
EUCF.L,iShares Euro Corporate Bond Fincls,LSE
10640592.SW,JB PHYSSILVER A GBP,EBS
C069.DE,COMS S600 IGS IC,GER
HRNDX-49.TA,NDX/HAREL SAL S49,TLV
INSPX-77.TA,BASKT/INDEX SAL S77,TLV
ZGD.TO,BMO S&P;/TSX Equal Weight Glbl Gold ETF,TOR
PBS,PowerShares Dynamic Media ETF,PCX
LCOC.L,ETFS COMMODITY SECURITIES LIMIT,LSE
PS120-19.TA,TA120/PSAGOT BS S19,TLV
DBXA.BE,DBXT MSCI EU 1C,BER
XHCN.DE,DBX CRP NFIN HEDG C,GER
IS3Q.F,ISHS MSCI WDQU G-CT,FRA
500.L,Amundi ETF S&P; 500 EUR A/I,LSE
EL4D.HM,DK ST EUSTVL 20,HAM
GLD.MX,SPDR GOLD,MEX
HXE.TO,Horizons S&P;/TSX Capped Energy ETF,TOR
INITF.PK,ISHARES CAN SHORT TE,PNK
UIMK.DU,UBS ETF M TURK AD,DUS
SAFRI.MI,L UC ETF S AF C EUR,MIL
MEXTRAC09.MX,NAFIN SNC MEXTRAC,MEX
IXC.MX,ISHS GLBL ENGY,MEX
GLRE.L,SPDR_ Dow Jones Global Real Estate ETF,LSE
WLDR.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
KSMCM-34.TA,BSKT/KSM SAL S34,TLV
18MP.SG,AM WLD EX EM UC ETF,STU
KBWP,PowerShares KBW Prpty & Casualty Ins ETF,PCX
INFL,PowerShares DB US Inflation ETN,PCX
UEFI.F,UBS ETF BCU710Y AD,FRA
IFFF.L,ISHARES PLC ISHARES MSCI AC FET,LSE
18MQ.BE,A WLD EX EU ETF EUR,BER
61XC.L,LPCL/HSBC WT20,LSE
CW8.PA,A WLD UCITS ETF EUR,PAR
IQQU.SG,ISHS MSCI EX-UK G-C,STU
PHAU.MI,GOLD/ETFS METAL,MIL
PLTM.L,ETFS COMMODITY SECURITIES LIMIT,LSE
TTPX.F,AM JAP TEHD UC ETF ,FRA
IQQH.BE,ISHS GLO CLN E G-CT,BER
OIL.MI,L U ETF E600 O&GAS;,MIL
XRE.TO,iShares S&P;/TSX Capped REIT,TOR
20GR.L,ULTRATECH/HSBC 16,LSE
JB6A.SG,J BAER S EQ AS SC,STU
YFIN.AX,Aii S&P;/ASX 200 FIN,ASX
TWQ,ProShares UltraShort Russell3000,PCX
WDMV.SW,OL WMV UE1CC,EBS
IS0R.DU,ISHS USD HI YLD USD,DUS
XDWE.L,CONCEPT FUND SOLUTIONS PLC DBXT,LSE
20497974.DU,L UCITS SP500 C EUR,DUS
DBKO,Deutsche X-trackers MSCI South Kor H Eq,PCX
JO,iPath DJ-UBS Coffee SubTR ETN,PCX
XDXE.MI,DBXT2 EUR S DSD 1C,MIL
IQQA.DU,ISHS EUR DIVID G-CT,DUS
18M1.F,AM 3M I UCITS ETF C,FRA
KOR.MI,L UC ETF KOR C EUR,MIL
CMD,ProShares UltraShort Bloomberg Commodity,PCX
EUNI.SG,ISHS MSCI EM M G-CT,STU
BULL-APELS-X2-H.ST,ORANGE/SHB 40 CT,STO
SJNK.L,SPDR_ Barclays 0-5 Year US Hi Yld Bd ETF,LSE
XWSH.L,DB X-TRACKERS DBX MSCI WORLD HE,LSE
SB0.PA,A INV GRAD UC ETF C,PAR
DTYS,iPath US Treasury 10-year Bear ETN,PCX
CSBGE7.MI,ISHS EUR GOV EUR-AC,MIL
IBCI.SG,ISH EU IN LI EUR-AC,STU
12981018.DU,ISHSEU600UTIL,DUS
DXSG.HM,DBXT SE600 TEL 1C,HAM
UST.L,Lyxor ETF NASDAQ-100 D-USD A/I,LSE
SPY4.L,SPDR_ S&P; 400 US Mid Cap ETF,LSE
540G.F,A EX RUSS U ETF EUR,FRA
PXJ.MX,PWRSHS DYN OIL SVCS,MEX
SALU.L,ETFS COMMODITY SECURITIES LIMIT,LSE
UDIBONO171214.MX,3.5 MEXICO 17,MEX
DXMEX.MC,DBXT MACI MEX 1C,MCE
169950.KS,KODEX FTSE CHINA A50,KSC
22375101.SW,UBS AUS HE CHF-A-AC,EBS
SSUG.MI,SSUG/ETFS,MIL
GSG.MX,ISHSS&P; GSCI COM-TU,MEX
EL4U.DE,DK DB ERGV 5-10,GER
HED.TO,HorizonsBetaPro S&P;/TSX Cap E Bear+ ETF,TOR
EXH5.SG,ISHSEU600INS,STU
11058229.DU,COMS IGCC 5-7 IC,DUS
135803.L,ETIHAD/HSBC 17,LSE
EXHD.HM,ISERGG 5.5-10.5,HAM
D5BC.BE,DBXT2 IG 13U 1DD,BER
IXC,iShares Global Energy,PCX
CBR.TO,iShares Broad Commodity (CAD-Hdg) Comm,TOR
1880714.BE,IKB FUND TRUST VRN,BER
MUAF,iShares 2017 AMT-Free Muni Term,PCX
LYYH.SG,L U ETF EX-EN C EUR,STU
XMKE.SG,DBXT MSCI EMENE 1C,STU
EUN4.SG,ISHS EUR AGG B G-CT,STU
SPYP.MU,SSGA SPDR MA EUR-AC,MUN
PFF.MX,ISH SP US PRFST,MEX
EXV6.HM,ISHSE600BR(DE),HAM
DVX.TO,iPath S&P; 500 Dynamic VIX CAD Hdg ETN,TOR
EL47.SG,DK EUST 50 DL S T,STU
12JS.L,PHDC/HSBC 14 ELN,LSE
TELW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
RSX.MX,MKT VCTR RUS ETF TR,MEX
EXI3.F,ISHS DJ IND AVG,FRA
IQQF.HM,ISHS MSCI AC FA G-C,HAM
MINT,PIMCO Enhanced Short Maturity Active ETF,PCX
136340.KS,KStar Credit,KSC
FMI.PA,AM FT MIB UCITS ETF,PAR
DIM,WisdomTree International MidCap Div ETF,PCX
COVR.F,PIM COV BON SOU EUR,FRA
C052.MU,COMS ES50 D SH IC,MUN
CN,Deutsche X-trackers Hrvst MSCI AllCHN Eq,PCX
USO.MX,US OIL FUND,MEX
IGF.MX,ISH GLB INFR,MEX
VYM,Vanguard High Dividend Yield ETF,PCX
CEGY.SW,CEGY/ETFS,EBS
C073.BE,COMS S600 PHG IC,BER
C022.SW,COMS HSI IC,EBS
16GH.L,NESTLE/HSBC 16,LSE
CFT,iShares Credit Bond,PCX
11336471.DU,A RATED GR UC ETF C,DUS
IS0D.SG,ISHS OL & GS G-CT,STU
LYYQ.BE,L UC ETF E600 INSUR,BER
ETLX.F,GO DAXGLB GOLD G-CT,FRA
LAFRI.MI,L U ETF P AFR C EUR,MIL
8520.SG,COMS ISGC3M-2 IC,STU
IQQ5.MU,ISHS MSCI TURK G-CT,MUN
QQQS.L,Boost NASDAQ 100_ 3x Short Daily ETP,LSE
UC62.L,UBS ETF UBS ETF-MSCI JAPAN HEDG,LSE
LYQI.MU,L UC ETF ASIA C EUR,MUN
HAB.TO,Horizons Active Corporate Bond ETF Comm,TOR
FLTR.MX,MKVT INVS GR FLT RT,MEX
EUN4.HM,ISHS EUR AGG B G-CT,HAM
FIN.PA,L UC ETF EU 600 FIN,PAR
SNIK.L,ETFS COMMODITY SECURITIES LIMIT,LSE
EXH4.HM,ISHSEU600IGS,HAM
PPH,Market Vectors Pharmaceutical ETF,ASE
AXSL,iShares MSCI ACWI ex US Consumer Staples,PCX
DXJR,WisdomTree Japan Hedged Real Estate ETF,PCX
X4ME.SG,DBXT MSCI EEE 1C,STU
PR15-S18.TA,RE15/PSAGOT BAS S18,TLV
