EUDV.L,SSGA SPDR ETFS EUROPE I PLC SPD,LSE
SXRU.BE,ISHS DJ IND USD-ACC,BER
MTV5+-8.TA,SHR5+/PSG IND S8,TLV
IUSF.DE,ISHS MSCI US IS G-C,GER
5X63.BE,COMS C BUF DS IC,BER
EEMA,iShares MSCI Emerging Markets Asia,PCX
C8M.MI,AM EUR MATER UC ETF,MIL
IM2E.F,S&P; GSCICC35/20 AUC,FRA
SC04.SG,SOU 600 PRS EUR-AC,STU
XGSD.MI,DBX GLBL DIV 100 1D,MIL
CSEMAS.MI,ISHS MSCI EM USD-AC,MIL
19862167.IR,FIN BAR TRAD USD,ISE
DXJF,WisdomTree Japan Hedged Financials ETF,PCX
PJEU.MU,POSH EUR CAS EUR-AC,MUN
EXH8.BE,ISHSEU600RETAIL,BER
L8I3.BE,L UC ETF EURO CASH,BER
EUMV.SW,OL IS EU MV UE1CC,EBS
10640623.SW,JB PHYSPLATIN A EUR,EBS
UKSR.L,UBS ETF (IE) MSCI United Kingdom IMI SRI,LSE
LYYV.F,L UC ETF P&H; GOODS,FRA
ETLP.BE,GO DAXGLB SHIP G-CT,BER
XDEB.SG,DBX LW BE USD-1C-AC,STU
CSPXJ.MI,ISHS CR PAC USD-AC,MIL
IS3B.SG,ISH VI EU COR G-CT,STU
XEO.PA,DBXT2 EONIA 1C,PAR
ALTE.MI,GO DAXGLB ALTER EUR,MIL
MCHI,iShares MSCI China,PCX
12980579.DU,ISHSE600FB(DE),DUS
16RG.L,MARUTI/HSBC 15 ELN,LSE
C031.F,COMS ATX IC,FRA
EXXV.DE,ISHS DJEUSTNSCR,GER
EVAUS.PA,V AR US UC ETF USD,PAR
DES.MX,WSDMTR SMCP DIV-SBI,MEX
24869934.IR,DBX WORLD USD-1C-AC,ISE
JBSEWU.SW,J BAER SM EQ W SC,EBS
DX2W.F,DBXT DJIMT100 1C,FRA
XMT.DU,ISHS SMI R CH,DUS
LYSX.F,L UC ETF S 50 D EUR,FRA
SXRN.F,ISH EUR GOV 1-3-ACC,FRA
O011.L,ISHARES PLC ISHARES DJ EURO STO,LSE
SXR2.SG,ISH MSCI CAN USD-AC,STU
ZPRG.HM,SPDR GL DIV USD,HAM
LYQY.SG,L UC ETF H YI 30 ,STU
BZF,WisdomTree Brazilian Real Strategy ETF,PCX
18442920.BE,6.875 KFW 16 MTN 53,BER
10975851.IR,SOURCE RDX USD-A-,ISE
HMEU.SW,HSBC MSCI EURP EUR,EBS
DBV,PowerShares DB G10 Currency Harvest ETF,PCX
PSIBV-10.TA,IBOV/PSAGOT BAS S10,TLV
O073.L,ISHARES PLC ISHARES DOW JONES-A,LSE
PLTG.L,UBS AG UBS ETC(UBS BBG CMCI PLA,LSE
IQQU.F,ISHS MSCI EX-UK G-C,FRA
PHO.MX,PWRSHS WTR RES PTF,MEX
X4MC.SG,DBXT MSCI CHILE 1C,STU
XDS.PA,DBXT SE6 HC SH 1C,PAR
1811020.DU,ERSTE FINANCE 4 VRN,DUS
XGS.PA,DBX GLBL DIV 100 1D,PAR
2874624.SW,RBS M A FT AT40 C,EBS
INBNK-45.TA,TABA/INDEX SAL S45,TLV
79CY.L,DANGSUG/HSBC 14 ELN,LSE
IQQ9.DE,ISHS BRIC 50 G-CT,GER
2778027.BE,ICE/ETFS,BER
ERND.AS,ISH USD ULTR BD USD,AMS
X013.F,COMS M N AMER IC,FRA
EXSI.SG,ISHS EU STX UET,STU
USLV,VelocityShares 3x Long Silver ETN,PCX
HRNSD-26.TA,NSX/HAREL SAL S26,TLV
INDSR-49.TA,SHA/INDEX SAL S49,TLV
IIH,Internet Infrastructure HOLDRS,ASE
EUN6.SG,ISHS EUR GOV B G-CT,STU
HUT-A.TO,HORIZONS CDN EQUITY MGD RISK ET,TOR
XMHB.F,ISH L MSCI EM C,FRA
SJB,ProShares Short High Yield,PCX
THA.PA,L UC ETF THAI C EUR,PAR
SXRW.MU,ISHS CR 100 GBP-AC,MUN
ETLU.F,GO DAXGLB ALTE G-CT,FRA
C065.SW,COMS S600 CM IC,EBS
PXF.MI,POWSHS FTSE DEV EUR,MIL
CL2.PA,AM MSCI USA ETF EUR,PAR
11599694.DU,ARCEL 15 SRFRN,DUS
EL4I.HM,DK MSCI US LC,HAM
38MJ.L,SAUDI/HSBC 15 ELN,LSE
IQQY.F,ISHS MSCI EUROP EUR,FRA
DX2P.DE,DXBT CUR RET 1C,GER
USE5.MI,ETFS5XSUSDL,MIL
IUSAN.MX,ISHS S&P500; USD,MEX
SCHB,Schwab US Broad Market ETF,PCX
LYPS.DE,MUL LY SP500 D,GER
IQQF.DE,ISHS MSCI AC FA G-C,GER
PSSP-182.TA,IXE/PSG EXT S 182,TLV
JBPAUA.SW,JB PHYSPALLAD A ,EBS
10010834.DU,ISHS GLB INF L G-CT,DUS
LYYZ.DE,L U ETF 600 C & MAT,GER
WOMV.SW,OL WMV UE1CC,EBS
11926029.SW,UBS CMCI CHF-A-AC,EBS
INBUND,PIMCO German Government Bond In,NIM
CSCL.L,ISHARES VII PLC ISHARES MSCI CH,LSE
ETB.PA,EUR STX 50 UC ETF D,PAR
CC4.PA,AM CORP UCITS ETF C,PAR
4976352.DU,GO DAXGLB SHIP G-CT,DUS
BARS,Direxion Daily Gold Bear 3X ETF,PCX
L8I3.SG,L UC ETF EURO CASH,STU
JBGOEX.SW,JB PHYSGD AX (EUR),EBS
4878185.DU,COMS M TAIW IC,DUS
SPYH.SG,SSGA SPDR HE EUR-AC,STU
79XM.L,HOLLANDI/HSBC 17 SR,LSE
78AV.L,JKBANK/HSBC 16 ,LSE
X17206.TI,MS 16 ELN,TLO
DXS3.MU,DBX S&P500; SH 1C,MUN
6PSK.DU,POWSHS FTSE E-M EUR,DUS
11824002.DU,HSBC S&P; 500 G-CT,DUS
UEFH.DE,UBS ETF BCU57YT AD,GER
INDG.L,UBS AG. London Branch,LSE
BHH,B2B Internet HOLDRS,ASE
METL.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
IQQG.HM,ISHS EUR MR LG G-CT,HAM
C024.DE,COMS FTSE CHA50 IC,GER
10599440.SW,UBSSXIREFD CHF ADIS,EBS
AGA,PowerShares DB Agriculture Dble Shrt ETN,PCX
22414210.DU,2 SWISSCOM/LUNAR 20,DUS
IF100-48.TA,UKX/INDEX SAL S48,TLV
LYQI.HM,L UC ETF ASIA C EUR,HAM
JDST,Direxion Daily Jr Gld Mnrs Bear 3X ETF,PCX
BEAR-EL-X4-S.ST,EL/SEB 22 NTS,STO
SC05.F,SO SX 600 RE EUR-AC,FRA
SMRP.L,Amundi ETF GlbEq MltSmtAllcScntBeta¢G A/I,LSE
CSWD.L,ISHARES VII PLC ISHARES MSCI WO,LSE
LYQI.F,L UC ETF ASIA C EUR,FRA
HRDU-D1.TA,USD/HAREL SC CD S1,TLV
IBCA.HM,ISHS EU GOV BD G-CT,HAM
CM9.PA,AM WLD EX EM UC ETF,PAR
XMKE.DE,DBXT MSCI EMENE 1C,GER
DXSV.MU,DBXT2 SHORT EUR 1C,MUN
3GOS.L,Boost Gold 3x Short Daily ETP,LSE
3SSI.L,BOOST ISSUER PUBLIC LIMITED COM,LSE
XACT-MATERIALER.O,,
IBGM.SW,ISHS EUR GOV BD EUR,EBS
EWC.MX,ISHS MSCI CA,MEX
1089989.F,CS GROUP CAP VRN,FRA
VEF5.DU,MKET VECT GLD MIN,DUS
540C.SG,AM EUR TELEC UC ETF,STU
18313602.SW,ZKB SILVERETF AAHCH,EBS
EXXW.MU,ISHS DJAPSLDV30,MUN
DBZB.HM,DBXT2 GL SU  1C,HAM
PSP.MI,POWSHS GLOB EQT EUR,MIL
EXV8.HM,ISHSTEUCM(DE),HAM
PIMT.L,ETFS HEDGED COMMODITY SECURITIE,LSE
IBCY.BE,ISHS S&P500; USD,BER
SXRY.DE,ISHS FTSE EUR-ACC,GER
IFNA,iShares North America Real Estate,NIM
UC16.L,UBS ETF plc CMCI Composite SF(USD) I-acc,LSE
Z4L.PA,COMS CAC 40 LEV IC,PAR
XGC,,
11493924.DU,DK MSCI CHINA,DUS
CIE-A.TO,ISHARES INTL FUNDAMENTAL INDEX ,TOR
RBL,SPDR S&P; Russia ETF,PCX
FCG,First Trust ISE-Revere Natural Gas ETF,PCX
PPLT.MX,ETFS PLATINUM SBI,MEX
PSP.MX,PWSH GLB LST PRV EQ,MEX
18M4.DU,AM CONS DISC UC ETF,DUS
BULL-REC-HA.OL,REC/SHB CT 40,OSL
X60593.TI,5 SD3E/SG ISSUER 17,TLO
BEAR-EL-X2-S.ST,EL/SEB 22 NTS,STO
LYYE.HM,L UCITS RUSS C EUR,HAM
IQQ6.DU,ISHS DEV MK PRO G-C,DUS
MLPA,Global X MLP ETF,PCX
PACUKD.SW,UBSETF MSCI PA AUKD,EBS
BEAR-GBPSEK-X3-H.ST,GBP/SEK/SHB CERT 19,STO
SPYZ.SG,SSGA SPDR FI EUR-AC,STU
MALD.L,Lyxor ETF MSCI Malaysia USD A/I,LSE
CRP.PA,L U ETF CO BD C EUR,PAR
LYQ7.DU,L UC ETF INF INV GR,DUS
VNQ,Vanguard REIT ETF,PCX
FXD.MX,FSTTR CO DISC ALPHD,MEX
J40H.BE,PRSH ULT 7-10 YR TR,BER
107560.KS,GIANT Hyundai Motor,KSC
HR100-35.TA,TA100/HAREL SAL S35,TLV
88PF.L,,
IBB.MX,ISHS NASDAQ BIOTECH,MEX
EXH1.HM,ISHSEU600OG,HAM
EXFN.AS,ISHARES EURO EUR-AC,AMS
SPYD.F,SPDR S&P; US DIV USD,FRA
HYI.TO,Horizons Active High Yield Bond ETF Comm,TOR
UB61.L,UBS ETF UBS ETF MSCI EUROPE INF,LSE
XCS4.L,DB X-TRACKERS DBX MSCI THAILAND,LSE
IUKP.SW,ISHS UK PROPER GBP ,EBS
DBZK.DU,DBXT SE600 IGS 1CC,DUS
XMKO.SW,DBXT MSCI KOREA 1C,EBS
IBCD.MU,ISHS USD CO BD G-CT,MUN
M9SA.DU,RBS MAR ICI C,DUS
XEO.NX,DBXT2 EONIA 1C,ENX
EXXU.SG,ISHS DJCHOFSH50,STU
LYUSA.SW,L UCITS  USA D USD,EBS
US7.PA,AM TR 7-10 UC ETF C,PAR
EXV5.DU,ISHSEU600AP(DE),DUS
JB6W.SG,J BAER SM EQ W SC,STU
ZPRE.F,SPD MSCI EMU EUR-AC,FRA
EMMV.L,iShares MSCI Emerg Mkts Minimum Volatil,LSE
1525308.BE,6.8 RBS CAP TRUST ,BER
FEU,SPDR STOXX Europe 50 ETF,PCX
O052.L,ISHARES PLC ISHARES DJ STOXX 60,LSE
LTL,ProShares Ultra Telecommunications,PCX
DXJC,WisdomTree Japan Hedged Capital Gds ETF,PCX
LYMX.SG,L U ETF I SEC C EUR,STU
SML4.MU,SOU HEA CR USD-A-AC,MUN
18ME.SG,AM MSCI EUR UC ETF,STU
GQRE,FlexShares Glbl Quality Real Estate ETF,PCX
SPYN.MU,SSGA MSCI EN EUR-AC,MUN
CRED.MX,ISH CORE US CT BOND,MEX
EXI6.DU,ISHSSTXNA600REC,DUS
XMKS.DU,DBXT MSCI EM CS 1C,DUS
LIVD.L,UBS AG. London Branch,LSE
IJK.MX,ISHS S&P; MDCP400,MEX
MMTM,SPDR S&P; 1500 Momentum Tilt ETF,PCX
LNEY.MI,LNEY/ETFS,MIL
PHPT.MI,PHPT/ETFS,MIL
KSMTW-17.TA,TWY/KSM SAL S17,TLV
GPGYM3.TI,HSCEI/GSI 18,TLO
11925964.SW,UBS BLO CO EUR-A-AC,EBS
XMD.TO,iShares S&P;/TSX Completion,TOR
C063.F,COMS S600 BR IC,FRA
DBPG.DE,DBX S&P500; X2 1C,GER
10737617.DU,ISHS NASDAQ USD-AC,DUS
ICSH,iShares Liquidity Income,BTS
CD47.DU,COMS PSI 20 IC,DUS
PSRF.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
LYY6.F,L UC ETF R/C C EUR,FRA
EXSG.HM,ISHSEUSTXSLDV30,HAM
2UKS.L,Boost FTSE 100 2X Short Daily ETP,LSE
55WO.L,,
EXHB.MU, ISERGG 1.5-2.5,MUN
CSBGE7.SW,ISHS EUR GOV EUR-AC,EBS
EWRM,Guggenheim Russell MidCap Equal Wt ETF,PCX
IUS6.SG,ISHS EUR COV B G-CT,STU
XMEA.ST,DBXT MSCI EMEA 1C,STO
IWRDN.MX,ISHS MSCI WORLD USD,MEX
79DK.L,,
IEMG.MX,ISHS CORE EM,MEX
VUN.TO,Vanguard US Total Market ETF,TOR
14422579.SG,MOR STAN&CO; 16 FRN,EWX
RWXL,UBS ETRACS M Py 2xLvg DJ Intl RelEst ETN,PCX
XG71.SG,DBX IBOXX GR7-10 1D,STU
LYQ3.DU,L UCITS 3-5Y INV GR,DUS
UEFR.DE,UBS ETF MIE LC AD,GER
C021.MU,COMS TOPIX IC,MUN
102110.KS,TIGER200,KSC
JPXG.L,Lyxor ETF JPX-Nikkei 400 C-EUR,LSE
IRHC.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
EMBD.PA,LIF EM LC BD UEDD,PAR
BBCK.MU,POW US BUY ARCH USD,MUN
STZ.PA,SSGA SPDR FI EUR-AC,PAR
EXHG.DE,IS EGBC 1.5-2.5,GER
XHYP.DE,DBX YLD PLUS HEDG C,GER
DBXD.DE,DBXT DAX 1C,GER
19BB.L,IQCD/HSBC 16 ELN,LSE
15SM.L,HSCI/BARC 17 NTS,LSE
SAGRI.MI,SAGR/ETFS,MIL
LYYM.HM,L U ETF STX E600 UT,HAM
60LU.L,KOTAKBANK/HSBC WT19,LSE
IGLN.L,iShares Physical Gold ETC,LSE
SPMV.PA,OL US MV UE1CC,PAR
IBCM.SG,ISHS EU GOV G-CT,STU
22968538.IR,CSOP A50 CNY-A-ACC,ISE
SPYP.DU,SPDR EUR MAT UC ETF,DUS
KSM-110D.TA,DAX/KSM SAL S110,TLV
JGBD,PowerShares DB 3x Invrs Jp GvBd Futs ETN,PCX
WXM-A.TO,F A MORNINGSTAR CDA MOMENTUM ID,TOR
SPY1.F,SPDR US LV USD-AC,FRA
MUAH,iShares 2019 AMT-Free Muni Term,PCX
EXXV.BE,ISHS DJEUSTNSCR,BER
ETLN.DE,GO GLB NUC ENG G-CT,GER
DX2T.DE,DBX EU 350 S 1C,GER
ALUU.L,UBS AG. London Branch,LSE
YSYI.AX,SPDR MSCI AU Select HDY,ASX
FXR,First Trust Indtls/PrdcrDurbAlphaDEXETF,PCX
VCSH.MX,VN SH-TR CR BD IDX,MEX
XFN.TO,iShares S&P;/TSX Capped Financials,TOR
13313588.F,DEUTSCHE REG S FR,FRA
X00955.TI,SPX/SG ISSUER 16ELN,TLO
X012.SW,COMS M EMU IC,EBS
IQQW.BE,ISHS MSCI WORLD USD,BER
EMUL.L,iShares MSCI EMU Large Cap,LSE
ZSILUS.SW,ZKB SILVERETF AAUSD,EBS
10191015.DU,AM INV GR UC ETF C,DUS
GSMA,ALPS/GS Momentum Builder Multi-Asset ETF,PCX
IS0K.F,ISHS FR GOV BD G-CT,FRA
EUNK.DE,ISHS MSCI EUR-ACC,GER
2038871.SG,DBK CAP FD CL B FRN,STU
FLAG,Forensic Accounting ETF,PCX
BWX.MX,SPDR BR INTL TB ETF,MEX
IEDY.L,iShares Emerging Markets Dividend,LSE
IQQ7.DE,ISHS US PRO YI G-CT,GER
2747787.SW,L UCITS JAP D JPY,EBS
SYBI.F,SPDR EM IN LI USD,FRA
EL4L.HM,DK IB LSD 1-3,HAM
93NN.L,BASKET/RBS 15,LSE
IQQV.F,ISHS EUR MA LA G-CT,FRA
IQQE.SG,ISHS MSCI EM MK USD,STU
PCC2.LS,COMS CAC 40 LEV IC,LIS
XMEU.SW,DBXT MSCI EU 1C,EBS
JPNU.L,Lyxor ETF Japan (TOPIX) D-EUR A/I,LSE
SOFT.L,iPath S&P; GSCI Softs Index TR (DE) ETN,LSE
BEAR-USDSEK-X3-H.ST,USD/SEK/SHB CERT 19,STO
CFR.L,Amundi ETF MSCI France A/I,LSE
YMVR.AX,MKT VECT AU RES EIN,ASX
ISQM.BE,ISH CHINA LG-CP,BER
6PSF.SG,POWSHS GLOB WAT EUR,STU
AMEA.HM,AM EM ASIA ETF EUR,HAM
HRSHA-9.TA,SHAHAR/HAREL SAL S9,TLV
XDER.MI,DBXT E/N DE RE 1C,MIL
SCPB,SPDR Barclays Short Term Corp Bd ETF,PCX
XBI,SPDR S&P; Biotech ETF,PCX
XTN,SPDR S&P; Transportation ETF,PCX
IQQX.DU,ISHS AS PC DIV G-CT,DUS
LYYV.DU,L UC ETF P&H; GOODS,DUS
EL4Q.SG,DK IB LSD 10+,STU
UEFZ.DE,UBS ETF SF510 AD,GER
RQF.TO,RBC Target 2018 Corporate Bond ETF,TOR
UB37.L,UBS ETF UBS ETF MSCI TURKEY (EU,LSE
UIM7.DU,UBS ETF MSCI WLD AD,DUS
24770428.PA,SSGA SPDR TE EUR-AC,PAR
P9505-26.TA,BASKT/PSAGOT S26,TLV
PLND.MX,MKT VECTORS PL ETF,MEX
ZPR3.F,SSGA RUSSE 3000 USD,FRA
BOIL,ProShares Ultra Bloomberg Natural Gas,PCX
JBSEWC.SW,J BAER SM EQ W SC,EBS
LYMF.MU,L UC ETF SEL DIV 30,MUN
IEMG,iShares Core MSCI Emerging Markets,PCX
QID,ProShares UltraShort QQQ,PCX
LYS4.SG,L UCI BD 1-3Y C EUR,STU
LYYG.HM,LYX UC ETF TURKEY,HAM
41GQ.L,NCB/HSBC BANK 17,LSE
XDS.NX,DBXT SE6 HC SH 1C,ENX
10632216.DU,COMS ISGC3M-2 IC,DUS
DISG.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
KSMO-142.TA,MWM/KSM CRT S142,TLV
LYPT.BE,MUL LY C SPT60 D,BER
XGIU.DE,DBX GLBL INF L ETF,GER
IBCG.HM,ISHS MSCI JP G-CT,HAM
SYBM.SG,SPDR BAR EMG MK USD,STU
DJEU.L,Lyxor ETF Dow Jones Industr Avrg D? A/I,LSE
EXI2.SG,ISHS DWJNGLTT50,STU
DX2Z.MU,DBX SEL FRONTIER 1C,MUN
EXX4.DU,IS EUR STX H C,DUS
D5BB.DE,DBXT2 I GU 1DD,GER
X24F.DE,EUR STX 50 UC ETF D,GER
DX23.SG,DBXT2 EONIA  2C,STU
FXG.MX,FSTTR CONS STA ALDX,MEX
COLX,Market Vectors Colombia ETF,PCX
XAIN.DU,DBXT MSCI INDO 1C,DUS
10200633.DU,ISHS EUR GOV EUR-AC,DUS
INDSR-50.TA,SHA/INDEX SAL S50,TLV
USICHY.SW,UBS MSCI INF USD-A-,EBS
USAU.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
10737503.SW,ISH MSCI CAN USD-AC,EBS
VE42.HM,MK VCT JR GLD MINER,HAM
FBT,First Trust NYSE Arca Biotech ETF,PCX
DX2E.DU,DBX GLBL INFRA 1C,DUS
RETL,Direxion Daily Retail Bull 3X ETF,PCX
DBPG.F,DBX S&P500; X2 1C,FRA
JBPLEA.SW,JB PHYSPLATIN A EUR,EBS
CNAL.L,Lyxor Fortune SG ETF MSCI China A (DR)C$,LSE
SC0X.BE,SO SX 600 TE EUR-AC,BER
2833.HK,HS HSI ETF,HKG
X04632.TI,2.6315789 BSKT/MS19,TLO
SPYG.HM,SPDR S&P; UK DIV GBP,HAM
18MK.F,AM MSCI IND ETF EUR,FRA
X011.HM,COMS M EU IC,HAM
XDER.L,DB X-TRACKERS DBX FTSE EPRA/NAR,LSE
EXI3.DU,ISHS DJ IND AVG,DUS
INEMLB,PIMCO Emerging Market Advantage,NIM
SLXX.L,,LSE
XEF.TO,iShares Core MSCI EAFE IMI,TOR
XSER.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
IQQM.DE,ISHS EUR STOXX G-CT,GER
2836.HK,iShares S&P; BSE SENSEX India,HKG
DBXI.BE,DBXT FTSE MIB 1D,BER
LYY1.DE,L UC ETF EMU SM CAP,GER
HFR-A.TO,HORIZONS ACTIVE FLOATING RATE B,TOR
IBC9.DU,ISHS GL CO BN G-CT,DUS
LYYV.BE,L UC ETF P&H; GOODS,BER
PHSN.L,ETFS INDUSTRIAL METAL SECURITIE,LSE
LYS1.SG,L U ETF R2000 C EUR,STU
7GXB.BE,GLBL X MSCI NIGERIA,BER
DX26.HM,DBXT DBCB LE 1C,HAM
DFJ,WisdomTree Japan SmallCap Dividend ETF,PCX
ERUS,iShares MSCI Russia Capped,PCX
UB66.L,UBS ETF UBS ETF STOXX GLOBAL RA,LSE
C5E.SG,AM ST EUR 50 UC ETF,STU
XCBB.DE,DBXT2 I CR2SDU 1CC,GER
UBC,UBS ETRACS CMCI Livestock Tot Ret ETN,PCX
IDX.MX,MKT VCT INDONESIA ,MEX
IQQP.DU,ISHS EUR PROYE G-CT,DUS
CYB.MX,WT CNY STRATEGY,MEX
C031.SG,COMS ATX IC,STU
KST25-23.TA,TA25/KSM SAL X323,TLV
C50.PA,A ST 50 UCITS ETF C,PAR
SEMA.MI,ISHS MSCI EM USD-AC,MIL
IUSQ.DU,ISHS MSCI AC G-CT,DUS
CNXT,Market Vectors ChinaAMC SME-ChiNext ETF,PCX
KTBSK-88.TA,TBSK/KSM SAL S88,TLV
3016207.DU,ISHS EU GOV G-CT,DUS
4GX0.BE,GLB X SUPERDIV US,BER
X015.DE,COMS M PAC XJAP IC,GER
IGV,iShares North American Tech-Software,PCX
AGQ,ProShares Ultra Silver,PCX
C066.DE,COMS S600 FS IC,GER
43293.L,BARCLAYS BK 14 ELN,LSE
XGID.L,DB X-TRACKERS DBX S&P; GBL INFRA,LSE
INAA.SW,ISHS MSCI NH AM USD,EBS
CH5.PA,AM EU HEALTH UC ETF,PAR
SLF.AX,SPDR_ S&P;/ASX 200 Listed Property ETF,ASX
XMEC.L,DB X-TRACKERS DBX MSCI EM CONSU,LSE
HEZU,iShares Currency Hedged MSCI EMU,PCX
SCTO,Global X | JPMorgan US Sector Rotat ETF,PCX
C006.DU,COMS FAZ INDEX IC,DUS
PGX,PowerShares Preferred ETF,PCX
LYM5.DU,L UCITS 5-7Y INV GR,DUS
XPAL.L,DB ETC PLC DB PHYSICAL PALLADIU,LSE
IVV.MX,ISHS CR S&P; 500 ,MEX
COSG.L,MULTI UNITS FRANCE LYXOR ETF MS,LSE
KROO,IQ Australia Small Cap ETF,PCX
183700.KS,KStar Fixed Income Balanced,KSC
174360.KS,KStar CSI100,KSC
ITWN.MI,ISHARES MSCI TA USD,MIL
GSAX,ALPS/GS Mom Bldr AsExJPN Eq & US Trs ETF,PCX
DX2G.F,DBXT CAC40 1D,FRA
PICK,iShares MSCI Glbl Metals & Mining Prdcrs,PCX
4976721.DU,GO DAXGLB GOLD G-CT,DUS
QUID,PIMCO Sterling Short Maturity S,NIM
IWRD.SW,ISHS MSCI WORLD USD,EBS
LYM9.DU,L UC ETF N EN D EUR,DUS
41GJ.L,RIBL/HSBC BANK 17,LSE
DBZB.BE,DBXT2 GL SU  1C,BER
P3W8.BE,PWRSHS DYN FD & BVG,BER
X03G.F,DBXT2 I GU 4DD,FRA
IPO,Renaissance IPO ETF,PCX
UB96.L,UBS ETF UBS ETF MARKIT IBOXX E ,LSE
XDEQ.SG,DBX QA FC USD-1C-AC,STU
SPOL.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
UB14.L,UBS ETF UBS ETF MSCI EUROPE (EU,LSE
GC40.F,A CAC40 UCITS ETF C,FRA
LRX2.MU,L UC ETF COV BD AGG,MUN
VAL.PA,L UCITS ETF MSCI,PAR
SXRS.DE,ISHS EUR INF EUR-AC,GER
12353296.DU,PIMCO EUR AD GV EUR,DUS
XBRS.L,DB X-TRACKERS DBX EUROPE 600 BA,LSE
VEFF.BE,MKT VC CHINAAMC,BER
XME,SPDR S&P; Metals and Mining ETF,PCX
EUNL.MU,ISHS CR WD USD-AC,MUN
UIMV.DU,UBS ETF STO GRE AD,DUS
XESG.L,DB X-TRACKERS DBX MSCI EMERGING,LSE
SXRF.F,,
C014.DE,COMS S&P; 500 TR IC,GER
EXHE.SG,ISHS PFBRFE DE,STU
CSZA.MI,ISHS MSCI SA USD-AC,MIL
IS0X.MU,ISHS GLB CRP B G-CT,MUN
CEMA.L,ISHARES VII PLC ISHARES MSCI EM,LSE
TBT,ProShares UltraShort 20+ Year Treasury,PCX
SMEX.L,"ISHARES VI PLC (THE ""COMPANY"") ",LSE
ZWH.TO,BMO US High Dividend Covered Call ETF,TOR
IQQG.MU,ISHS EUR MR LG G-CT,MUN
ZPRA.F,SPDR ASIA DIV USD,FRA
77TX.L,CHONG/HSBC WT20,LSE
MVUS.SW,OL US MV UE1CC,EBS
PPH.MX,MKT VCTR PHARMACTCL,MEX
19WF.L,TTF/HSBC 15 ELN,LSE
CSEMUM.SW,ISH L EMU MC C,EBS
IBC5.DE,iShares MSCI Canada,GER
MAL.MI,L UC ETF MAL C EUR,MIL
IBCN.F,ISHS EUR GOV B G-CT,FRA
IBCXN.MX,ISH EU CO BN LA EUR,MEX
LYY8.BE,MUL LY L DDAX,BER
XS2D.L,DB X-TRACKERS DBX S&P; 500 2X LE,LSE
PEHH.SW,POWSHS FTSE E-M EUR,EBS
HMCD.L,HSBC MSCI China ETF,LSE
DLVX.AS,MUL LY DL F IN,AMS
AGG.MX,ISH CR US AGG BOND,MEX
EU,WisdomTree Euro Debt ETF,PCX
CB3.PA,AM INV GR UC ETF C,PAR
DBX1.BE,DBXT MSCI EM 1C,BER
AIGS.MI,AIGS/ETFS,MIL
XSDS.MI,DBXT SE6 HC SH 1C,MIL
MNGLN-42.TA,BASKT/PSG IND S42,TLV
6PSC.DU,POWSHS FTSE EUR EUR,DUS
H4ZP.SG,HSBC MSCI CHIN G-CT,STU
11SY.L,BARCLAYS/BARCLAYS17,LSE
BXDB,Barclays Short B Lvgd Inv S&P; 500 TR ETN,PCX
HMJP.SW,HSBC MSCI JAP USD,EBS
IBCI.MU,ISH EU IN LI EUR-AC,MUN
2276017.SW,L UCITS 1-3Y INV GR,EBS
GYLD,Arrow Dow Jones Global Yield ETF,PCX
11925970.SW,UBS CMCI EUR-A-AC,EBS
DXS1.HM,DBXT2 GBP CASH 1D,HAM
LONG-BASMET-S-H.ST,BASKET/SHB 21 NTS,STO
IUS6.DU,ISHS EUR COV B G-CT,DUS
IWFQ.L,iShares MSCI World Quality Factor,LSE
HXS-U.TO,HORIZONS SP 500 INDEX ETF USD,TOR
HYD.MX,MKT VCT HI YD MUN,MEX
DBPU.DU,DBXT MSCI W TS 1C,DUS
UBUP.F,UBS EMU DEFN EUR-A-,FRA
DBX5.BE,DBXT MSCI TAIW 1C,BER
UIM9.DE,UBS ETF MSCI CA AD,GER
PXE,PowerShares Dynamic Engy Explr&Prdtn; ETF,PCX
HAP,Market Vectors Natural Resources ETF,PCX
RWC.TO,First Asset MSCI Canada LR Wgt ETF Comm,TOR
DXMBR.MC,DBXT MSCI BRAZ 1C,MCE
EXS2.SG,ISHS TCDAX UETF T,STU
LYQ3.BE,L UCITS 3-5Y INV GR,BER
XLV,Health Care Select Sector SPDR ETF,PCX
EL4N.MU,DK IB LSD 5-7,MUN
FDE.TO,FT AlphaDEX EM Div ETF CAD H Comm,TOR
IUSC.F,ISHS MSCI EM L G-CT,FRA
SBUL.MI,SBUL/ETFS,MIL
LEMB,iShares Emerg Mkts Local Currency Bond,PCX
PLTI.L,UBS AG UBS ETC(UBS BBG CMCI PLA,LSE
WHTU.L,UBS AG. London Branch,LSE
DBXM.MU,DBX I CROS1C,MUN
IQQN.F,ISHS MSCI NH AM G-C,FRA
LYY5.BE,L UC ETF EURO D EUR,BER
EUNV.DE,ISHS EUR ST 50 G-CT,GER
LSIL.AS,LSIL/ETFS,AMS
